"X0","X1"
"C00005","C21568"
"C00005","C21569"
"C00005","C21573"
"C00005","C21574"
"C00005","C21634"
"C00005","C21640"
"C00005","C21738"
"C00005","C21739"
"C00005","C21761"
"C00005","C21852"
"C00005","C21853"
"C00005","C21874"
"C00005","C21914"
"C00005","C21923"
"C00005","C21924"
"C00005","C21955"
"C00005","C07211"
"C00005","C00156"
"C00005","C00568"
"C00006","C00008"
"C00006","C00009"
"C00006","C00010"
"C00006","C00013"
"C00006","C00021"
"C00006","C00022"
"C00006","C00024"
"C00006","C00025"
"C00006","C00026"
"C00006","C00033"
"C00006","C00036"
"C00006","C00047"
"C00006","C00048"
"C00006","C00049"
"C00006","C00051"
"C00006","C00058"
"C00006","C00061"
"C00006","C00062"
"C00006","C00077"
"C00006","C00078"
"C00006","C00082"
"C00006","C00083"
"C00006","C00084"
"C00006","C00090"
"C00006","C00091"
"C00006","C00092"
"C00006","C00093"
"C00006","C00095"
"C00006","C00097"
"C00006","C00100"
"C00006","C00101"
"C00006","C00106"
"C00006","C00111"
"C00006","C00114"
"C00006","C00116"
"C00006","C00118"
"C00006","C00120"
"C00006","C00124"
"C00006","C00127"
"C00006","C00130"
"C00006","C00132"
"C00006","C00134"
"C00006","C00136"
"C00006","C00143"
"C00006","C00144"
"C00006","C00146"
"C00006","C00148"
"C00006","C00153"
"C00006","C00154"
"C00006","C00160"
"C00006","C00164"
"C00006","C00166"
"C00006","C00168"
"C00006","C00178"
"C00006","C00180"
"C00006","C00184"
"C00006","C00187"
"C00006","C00191"
"C00006","C00193"
"C00006","C00196"
"C00006","C00197"
"C00006","C00199"
"C00006","C00204"
"C00006","C00207"
"C00006","C00216"
"C00006","C00218"
"C00006","C00219"
"C00006","C00222"
"C00006","C00223"
"C00006","C00230"
"C00006","C00232"
"C00006","C00236"
"C00006","C00247"
"C00006","C00250"
"C00006","C00253"
"C00006","C00254"
"C00006","C00255"
"C00006","C00258"
"C00006","C00259"
"C00006","C00261"
"C00006","C00263"
"C00006","C00272"
"C00006","C00273"
"C00006","C00275"
"C00006","C00280"
"C00006","C00292"
"C00006","C00295"
"C00006","C00296"
"C00006","C00309"
"C00006","C00310"
"C00006","C00311"
"C00006","C00313"
"C00006","C00314"
"C00006","C00323"
"C00006","C00325"
"C00006","C00327"
"C00006","C00328"
"C00006","C00331"
"C00006","C00334"
"C00006","C00337"
"C00006","C00345"
"C00006","C00353"
"C00006","C00356"
"C00006","C00365"
"C00006","C00385"
"C00006","C00392"
"C00006","C00398"
"C00006","C00400"
"C00006","C00406"
"C00006","C00408"
"C00006","C00410"
"C00006","C00411"
"C00006","C00412"
"C00006","C00414"
"C00006","C00415"
"C00006","C00418"
"C00006","C00424"
"C00006","C00429"
"C00006","C00433"
"C00006","C00440"
"C00006","C00441"
"C00006","C00448"
"C00006","C00449"
"C00006","C00450"
"C00006","C00463"
"C00006","C00468"
"C00006","C00469"
"C00006","C00472"
"C00006","C00473"
"C00006","C00482"
"C00006","C00486"
"C00006","C00493"
"C00006","C00500"
"C00006","C00504"
"C00006","C00509"
"C00006","C00512"
"C00006","C00521"
"C00006","C00522"
"C00006","C00523"
"C00006","C00530"
"C00006","C00532"
"C00006","C00535"
"C00006","C00540"
"C00006","C00541"
"C00006","C00543"
"C00006","C00544"
"C00006","C00546"
"C00006","C00553"
"C00006","C00555"
"C00006","C00557"
"C00006","C00565"
"C00006","C00576"
"C00006","C00577"
"C00006","C00582"
"C00006","C00583"
"C00006","C00587"
"C00006","C00590"
"C00006","C00593"
"C00006","C00599"
"C00006","C00601"
"C00006","C00618"
"C00006","C00623"
"C00006","C00628"
"C00006","C00630"
"C00006","C00633"
"C00006","C00642"
"C00006","C00644"
"C00006","C00652"
"C00006","C00669"
"C00006","C00674"
"C00006","C00680"
"C00006","C00683"
"C00006","C00691"
"C00006","C00695"
"C00006","C00696"
"C00006","C00719"
"C00006","C00735"
"C00006","C00741"
"C00006","C00751"
"C00006","C00757"
"C00006","C00762"
"C00006","C00770"
"C00006","C00779"
"C00006","C00783"
"C00006","C00786"
"C00006","C00794"
"C00006","C00800"
"C00006","C00805"
"C00006","C00808"
"C00006","C00810"
"C00006","C00814"
"C00006","C00826"
"C00006","C00829"
"C00006","C00835"
"C00006","C00836"
"C00006","C00842"
"C00006","C00843"
"C00006","C00846"
"C00006","C00848"
"C00006","C00877"
"C00006","C00894"
"C00006","C00899"
"C00006","C00900"
"C00006","C00903"
"C00006","C00920"
"C00006","C00944"
"C00006","C00951"
"C00006","C00954"
"C00006","C00956"
"C00006","C00964"
"C00006","C00966"
"C00006","C00986"
"C00006","C00989"
"C00006","C00992"
"C00006","C01007"
"C00006","C01013"
"C00006","C01020"
"C00006","C01028"
"C00006","C01031"
"C00006","C01033"
"C00006","C01040"
"C00006","C01050"
"C00006","C01060"
"C00006","C01068"
"C00006","C01090"
"C00006","C01096"
"C00006","C01104"
"C00006","C01114"
"C00006","C01126"
"C00006","C01144"
"C00006","C01146"
"C00006","C01157"
"C00006","C01161"
"C00006","C01164"
"C00006","C01165"
"C00006","C01172"
"C00006","C01173"
"C00006","C01176"
"C00006","C01179"
"C00006","C01189"
"C00006","C01192"
"C00006","C01215"
"C00006","C01217"
"C00006","C01219"
"C00006","C01222"
"C00006","C01227"
"C00006","C01236"
"C00006","C01249"
"C00006","C01250"
"C00006","C01268"
"C00006","C01270"
"C00006","C01273"
"C00006","C01292"
"C00006","C01304"
"C00006","C01378"
"C00006","C01412"
"C00006","C01448"
"C00006","C01454"
"C00006","C01455"
"C00006","C01467"
"C00006","C01468"
"C00006","C01477"
"C00006","C01504"
"C00006","C01510"
"C00006","C01516"
"C00006","C01542"
"C00006","C01624"
"C00006","C01677"
"C00006","C01694"
"C00006","C01710"
"C00006","C01717"
"C00006","C01724"
"C00006","C01735"
"C00006","C01751"
"C00006","C01767"
"C00006","C01779"
"C00006","C01780"
"C00006","C01788"
"C00006","C01789"
"C00006","C01792"
"C00006","C01802"
"C00006","C01816"
"C00006","C01822"
"C00006","C01825"
"C00006","C01838"
"C00006","C01845"
"C00006","C01847"
"C00006","C01876"
"C00006","C01880"
"C00006","C01888"
"C00006","C01904"
"C00006","C01907"
"C00006","C01912"
"C00006","C01941"
"C00006","C01944"
"C00006","C01953"
"C00006","C01986"
"C00006","C01988"
"C00006","C02015"
"C00006","C02022"
"C00006","C02041"
"C00006","C02066"
"C00006","C02090"
"C00006","C02097"
"C00006","C02099"
"C00006","C02110"
"C00006","C02139"
"C00006","C02140"
"C00006","C02165"
"C00006","C02199"
"C00006","C02206"
"C00006","C02222"
"C00006","C02231"
"C00006","C02240"
"C00006","C02243"
"C00006","C02247"
"C00006","C02274"
"C00006","C02325"
"C00006","C02344"
"C00006","C02345"
"C00006","C02372"
"C00006","C02394"
"C00006","C02426"
"C00006","C02515"
"C00006","C02537"
"C00006","C02557"
"C00006","C02575"
"C00006","C02593"
"C00006","C02625"
"C00006","C02637"
"C00006","C02646"
"C00006","C02666"
"C00006","C02669"
"C00006","C02670"
"C00006","C02675"
"C00006","C02720"
"C00006","C02721"
"C00006","C02771"
"C00006","C02778"
"C00006","C02780"
"C00006","C02807"
"C00006","C02809"
"C00006","C02814"
"C00006","C02817"
"C00006","C02880"
"C00006","C02888"
"C00006","C02904"
"C00006","C02906"
"C00006","C02920"
"C00006","C02923"
"C00006","C02933"
"C00006","C02934"
"C00006","C02937"
"C00006","C02953"
"C00006","C02975"
"C00006","C02977"
"C00006","C02991"
"C00006","C02994"
"C00006","C03012"
"C00006","C03027"
"C00006","C03034"
"C00006","C03067"
"C00006","C03070"
"C00006","C03072"
"C00006","C03082"
"C00006","C03091"
"C00006","C03107"
"C00006","C03117"
"C00006","C03167"
"C00006","C03170"
"C00006","C03203"
"C00006","C03206"
"C00006","C03227"
"C00006","C03238"
"C00006","C03240"
"C00006","C03277"
"C00006","C03287"
"C00006","C03319"
"C00006","C03351"
"C00006","C03383"
"C00006","C03428"
"C00006","C03459"
"C00006","C03461"
"C00006","C03485"
"C00006","C03508"
"C00006","C03561"
"C00006","C03564"
"C00006","C03576"
"C00006","C03577"
"C00006","C03588"
"C00006","C03594"
"C00006","C03598"
"C00006","C03646"
"C00006","C03648"
"C00006","C03671"
"C00006","C03672"
"C00006","C03681"
"C00006","C03684"
"C00006","C03741"
"C00006","C03750"
"C00006","C03764"
"C00006","C03765"
"C00006","C03771"
"C00006","C03772"
"C00006","C03817"
"C00006","C03845"
"C00006","C03852"
"C00006","C03864"
"C00006","C03865"
"C00006","C03871"
"C00006","C03901"
"C00006","C03912"
"C00006","C03917"
"C00006","C03954"
"C00006","C03972"
"C00006","C03990"
"C00006","C04000"
"C00006","C04020"
"C00006","C04033"
"C00006","C04036"
"C00006","C04039"
"C00006","C04043"
"C00006","C04067"
"C00006","C04076"
"C00006","C04089"
"C00006","C04092"
"C00006","C04133"
"C00006","C04167"
"C00006","C04178"
"C00006","C04181"
"C00006","C04203"
"C00006","C04210"
"C00006","C04244"
"C00006","C04272"
"C00006","C04281"
"C00006","C04291"
"C00006","C04297"
"C00006","C04324"
"C00006","C04330"
"C00006","C04350"
"C00006","C04353"
"C00006","C04377"
"C00006","C04445"
"C00006","C04453"
"C00006","C04454"
"C00006","C04471"
"C00006","C04484"
"C00006","C04518"
"C00006","C04536"
"C00006","C04561"
"C00006","C04575"
"C00006","C04577"
"C00006","C04586"
"C00006","C04631"
"C00006","C04654"
"C00006","C04661"
"C00006","C04671"
"C00006","C04676"
"C00006","C04707"
"C00006","C04718"
"C00006","C04741"
"C00006","C04742"
"C00006","C04758"
"C00006","C04797"
"C00006","C04875"
"C00006","C04883"
"C00006","C05011"
"C00006","C05103"
"C00006","C05108"
"C00006","C05109"
"C00006","C05110"
"C00006","C05111"
"C00006","C05123"
"C00006","C05139"
"C00006","C05141"
"C00006","C05161"
"C00006","C05165"
"C00006","C05178"
"C00006","C05194"
"C00006","C05195"
"C00006","C05235"
"C00006","C05270"
"C00006","C05271"
"C00006","C05272"
"C00006","C05273"
"C00006","C05274"
"C00006","C05275"
"C00006","C05276"
"C00006","C05284"
"C00006","C05285"
"C00006","C05293"
"C00006","C05300"
"C00006","C05301"
"C00006","C05315"
"C00006","C05366"
"C00006","C05375"
"C00006","C05379"
"C00006","C05416"
"C00006","C05417"
"C00006","C05418"
"C00006","C05423"
"C00006","C05427"
"C00006","C05437"
"C00006","C05439"
"C00006","C05440"
"C00006","C05451"
"C00006","C05452"
"C00006","C05455"
"C00006","C05469"
"C00006","C05470"
"C00006","C05471"
"C00006","C05472"
"C00006","C05473"
"C00006","C05474"
"C00006","C05475"
"C00006","C05476"
"C00006","C05477"
"C00006","C05478"
"C00006","C05479"
"C00006","C05490"
"C00006","C05519"
"C00006","C05526"
"C00006","C05528"
"C00006","C05581"
"C00006","C05582"
"C00006","C05583"
"C00006","C05584"
"C00006","C05607"
"C00006","C05608"
"C00006","C05610"
"C00006","C05619"
"C00006","C05631"
"C00006","C05641"
"C00006","C05649"
"C00006","C05650"
"C00006","C05654"
"C00006","C05655"
"C00006","C05656"
"C00006","C05658"
"C00006","C05668"
"C00006","C05669"
"C00006","C05703"
"C00006","C05812"
"C00006","C05813"
"C00006","C05825"
"C00006","C05904"
"C00006","C05905"
"C00006","C05907"
"C00006","C05908"
"C00006","C05909"
"C00006","C05927"
"C00006","C05933"
"C00006","C05947"
"C00006","C05949"
"C00006","C05952"
"C00006","C05959"
"C00006","C05989"
"C00006","C06007"
"C00006","C06010"
"C00006","C06017"
"C00006","C06048"
"C00006","C06102"
"C00006","C06103"
"C00006","C06104"
"C00006","C06142"
"C00006","C06153"
"C00006","C06167"
"C00006","C06171"
"C00006","C06174"
"C00006","C06205"
"C00006","C06327"
"C00006","C06387"
"C00006","C06451"
"C00006","C06473"
"C00006","C06485"
"C00006","C06523"
"C00006","C06526"
"C00006","C06527"
"C00006","C06528"
"C00006","C06570"
"C00006","C06571"
"C00006","C06584"
"C00006","C06585"
"C00006","C06588"
"C00006","C06589"
"C00006","C06616"
"C00006","C06620"
"C00006","C06624"
"C00006","C06627"
"C00006","C06628"
"C00006","C06629"
"C00006","C06633"
"C00006","C06649"
"C00006","C06650"
"C00006","C06653"
"C00006","C06661"
"C00006","C06662"
"C00006","C06671"
"C00006","C06712"
"C00006","C06729"
"C00006","C06730"
"C00006","C06736"
"C00006","C06737"
"C00006","C06758"
"C00006","C06790"
"C00006","C06800"
"C00006","C06801"
"C00006","C06813"
"C00006","C06868"
"C00006","C06876"
"C00006","C07047"
"C00006","C07073"
"C00006","C07086"
"C00006","C07108"
"C00006","C07130"
"C00006","C07185"
"C00006","C07209"
"C00006","C07214"
"C00006","C07215"
"C00006","C07277"
"C00006","C07290"
"C00006","C07328"
"C00006","C07329"
"C00006","C07447"
"C00006","C07480"
"C00006","C07481"
"C00006","C07496"
"C00006","C07501"
"C00006","C07535"
"C00006","C07649"
"C00006","C07720"
"C00006","C07722"
"C00006","C08060"
"C00006","C08061"
"C00006","C08281"
"C00006","C08285"
"C00006","C08491"
"C00006","C08650"
"C00006","C08825"
"C00006","C09023"
"C00006","C09024"
"C00006","C09092"
"C00006","C09244"
"C00006","C09320"
"C00006","C09727"
"C00006","C09736"
"C00006","C09762"
"C00006","C09804"
"C00006","C09893"
"C00006","C10138"
"C00006","C10419"
"C00006","C10453"
"C00006","C10469"
"C00006","C10502"
"C00006","C10503"
"C00006","C10646"
"C00006","C10945"
"C00006","C11006"
"C00006","C11036"
"C00006","C11148"
"C00006","C11242"
"C00006","C11243"
"C00006","C11379"
"C00006","C11384"
"C00006","C11386"
"C00006","C11387"
"C00006","C11398"
"C00006","C11401"
"C00006","C11402"
"C00006","C11403"
"C00006","C11412"
"C00006","C11414"
"C00006","C11415"
"C00006","C11418"
"C00006","C11434"
"C00006","C11437"
"C00006","C11455"
"C00006","C11497"
"C00006","C11499"
"C00006","C11508"
"C00006","C11537"
"C00006","C11634"
"C00006","C11635"
"C00006","C11676"
"C00006","C11680"
"C00006","C11682"
"C00006","C11808"
"C00006","C11809"
"C00006","C11818"
"C00006","C11822"
"C00006","C11825"
"C00006","C11829"
"C00006","C11830"
"C00006","C11831"
"C00006","C11832"
"C00006","C11898"
"C00006","C11907"
"C00006","C11912"
"C00006","C11915"
"C00006","C11916"
"C00006","C11920"
"C00006","C11922"
"C00006","C11926"
"C00006","C11927"
"C00006","C11928"
"C00006","C11952"
"C00006","C11953"
"C00006","C11954"
"C00006","C11955"
"C00006","C11961"
"C00006","C11962"
"C00006","C11963"
"C00006","C11969"
"C00006","C11970"
"C00006","C11977"
"C00006","C11978"
"C00006","C11993"
"C00006","C11997"
"C00006","C12000"
"C00006","C12001"
"C00006","C12123"
"C00006","C12124"
"C00006","C12128"
"C00006","C12135"
"C00006","C12136"
"C00006","C12173"
"C00006","C12204"
"C00006","C12205"
"C00006","C12206"
"C00006","C12371"
"C00006","C12378"
"C00006","C12379"
"C00006","C12388"
"C00006","C12417"
"C00006","C12419"
"C00006","C12423"
"C00006","C12424"
"C00006","C12425"
"C00006","C12429"
"C00006","C12430"
"C00006","C12431"
"C00006","C12432"
"C00006","C12448"
"C00006","C12525"
"C00006","C12631"
"C00006","C13051"
"C00006","C13309"
"C00006","C13712"
"C00006","C13747"
"C00006","C13782"
"C00006","C14039"
"C00006","C14040"
"C00006","C14180"
"C00006","C14401"
"C00006","C14453"
"C00006","C14463"
"C00006","C14521"
"C00006","C14556"
"C00006","C14768"
"C00006","C14769"
"C00006","C14770"
"C00006","C14771"
"C00006","C14778"
"C00006","C14784"
"C00006","C14786"
"C00006","C14787"
"C00006","C14800"
"C00006","C14830"
"C00006","C14839"
"C00006","C14840"
"C00006","C14845"
"C00006","C14849"
"C00006","C14850"
"C00006","C14854"
"C00006","C14857"
"C00006","C14858"
"C00006","C14859"
"C00006","C14866"
"C00006","C15484"
"C00006","C15485"
"C00006","C15486"
"C00006","C15504"
"C00006","C15512"
"C00006","C15513"
"C00006","C15530"
"C00006","C15567"
"C00006","C15610"
"C00006","C15673"
"C00006","C15680"
"C00006","C15700"
"C00006","C15767"
"C00006","C15776"
"C00006","C15778"
"C00006","C15781"
"C00006","C15785"
"C00006","C15786"
"C00006","C15787"
"C00006","C15789"
"C00006","C15790"
"C00006","C15793"
"C00006","C15794"
"C00006","C15796"
"C00006","C15797"
"C00006","C15798"
"C00006","C15801"
"C00006","C15802"
"C00006","C15808"
"C00006","C15816"
"C00006","C15915"
"C00006","C15930"
"C00006","C15992"
"C00006","C16075"
"C00006","C16216"
"C00006","C16217"
"C00006","C16225"
"C00006","C16226"
"C00006","C16227"
"C00006","C16228"
"C00006","C16229"
"C00006","C16232"
"C00006","C16234"
"C00006","C16235"
"C00006","C16248"
"C00006","C16269"
"C00006","C16281"
"C00006","C16283"
"C00006","C16285"
"C00006","C16353"
"C00006","C16357"
"C00006","C16358"
"C00006","C16391"
"C00006","C16392"
"C00006","C16394"
"C00006","C16398"
"C00006","C16402"
"C00006","C16403"
"C00006","C16453"
"C00006","C16518"
"C00006","C16538"
"C00006","C16540"
"C00006","C16541"
"C00006","C16544"
"C00006","C16545"
"C00006","C16546"
"C00006","C16547"
"C00006","C16549"
"C00006","C16553"
"C00006","C16560"
"C00006","C16563"
"C00006","C16564"
"C00006","C16567"
"C00006","C16568"
"C00006","C16582"
"C00006","C16584"
"C00006","C16602"
"C00006","C16630"
"C00006","C16651"
"C00006","C16681"
"C00006","C16682"
"C00006","C16701"
"C00006","C16703"
"C00006","C16707"
"C00006","C16708"
"C00006","C16726"
"C00006","C16728"
"C00006","C16756"
"C00006","C16846"
"C00006","C16884"
"C00006","C16930"
"C00006","C17203"
"C00006","C17235"
"C00006","C17236"
"C00006","C17237"
"C00006","C17238"
"C00006","C17255"
"C00006","C17333"
"C00006","C17335"
"C00006","C17336"
"C00006","C17337"
"C00006","C17351"
"C00006","C17439"
"C00006","C17440"
"C00006","C17584"
"C00006","C17621"
"C00006","C17622"
"C00006","C17953"
"C00006","C17954"
"C00006","C17955"
"C00006","C18015"
"C00006","C18016"
"C00006","C18026"
"C00006","C18027"
"C00006","C18038"
"C00006","C18041"
"C00006","C18042"
"C00006","C18075"
"C00006","C18172"
"C00006","C18174"
"C00006","C18218"
"C00006","C18236"
"C00006","C18238"
"C00006","C18240"
"C00006","C18243"
"C00006","C18244"
"C00006","C18296"
"C00006","C18315"
"C00006","C18316"
"C00006","C18320"
"C00006","C18347"
"C00006","C18348"
"C00006","C18630"
"C00006","C18631"
"C00006","C18711"
"C00006","C18796"
"C00006","C18845"
"C00006","C18846"
"C00006","C18847"
"C00006","C18902"
"C00006","C18910"
"C00006","C18933"
"C00006","C19081"
"C00006","C19083"
"C00006","C19084"
"C00006","C19488"
"C00006","C19489"
"C00006","C19490"
"C00006","C19559"
"C00006","C19561"
"C00006","C19566"
"C00006","C19574"
"C00006","C19577"
"C00006","C19580"
"C00006","C19586"
"C00006","C19594"
"C00006","C19595"
"C00006","C19604"
"C00006","C19621"
"C00006","C19622"
"C00006","C19623"
"C00006","C19682"
"C00006","C19683"
"C00006","C19684"
"C00006","C19685"
"C00006","C19714"
"C00006","C19823"
"C00006","C19931"
"C00006","C19932"
"C00006","C19945"
"C00006","C19946"
"C00006","C20062"
"C00006","C20151"
"C00006","C20222"
"C00006","C20223"
"C00006","C20225"
"C00006","C20226"
"C00006","C20227"
"C00006","C20258"
"C00006","C20260"
"C00006","C20261"
"C00006","C20263"
"C00006","C20264"
"C00006","C20308"
"C00006","C20312"
"C00006","C20322"
"C00006","C20325"
"C00006","C20371"
"C00006","C20379"
"C00006","C20386"
"C00006","C20399"
"C00006","C20400"
"C00006","C20402"
"C00006","C20432"
"C00006","C20454"
"C00006","C20456"
"C00006","C20457"
"C00006","C20464"
"C00006","C20465"
"C00006","C20503"
"C00006","C20504"
"C00006","C20505"
"C00006","C20506"
"C00006","C20507"
"C00006","C20508"
"C00006","C20509"
"C00006","C20525"
"C00006","C20526"
"C00006","C20527"
"C00006","C20529"
"C00006","C20530"
"C00006","C20531"
"C00006","C20532"
"C00006","C20534"
"C00006","C20535"
"C00006","C20536"
"C00006","C20542"
"C00006","C20543"
"C00006","C20548"
"C00006","C20550"
"C00006","C20551"
"C00006","C20574"
"C00006","C20575"
"C00006","C20583"
"C00006","C20587"
"C00006","C20594"
"C00006","C20608"
"C00006","C20609"
"C00006","C20612"
"C00006","C20613"
"C00006","C20711"
"C00006","C20717"
"C00006","C20718"
"C00006","C20742"
"C00006","C20745"
"C00006","C20760"
"C00006","C20765"
"C00006","C20766"
"C00006","C20767"
"C00006","C20768"
"C00006","C20803"
"C00006","C20805"
"C00006","C20808"
"C00006","C20809"
"C00006","C20856"
"C00006","C20902"
"C00006","C20903"
"C00006","C20943"
"C00006","C20944"
"C00006","C21007"
"C00006","C21008"
"C00006","C21028"
"C00006","C21084"
"C00006","C21106"
"C00006","C21131"
"C00006","C21132"
"C00006","C21134"
"C00006","C21135"
"C00006","C21140"
"C00006","C21141"
"C00006","C21147"
"C00006","C21148"
"C00006","C21166"
"C00006","C21167"
"C00006","C21168"
"C00006","C21176"
"C00006","C21181"
"C00006","C21217"
"C00006","C21285"
"C00006","C21290"
"C00006","C21294"
"C00006","C21330"
"C00006","C21331"
"C00006","C21352"
"C00006","C21353"
"C00006","C21379"
"C00006","C21380"
"C00006","C21381"
"C00006","C21385"
"C00006","C21389"
"C00006","C21391"
"C00006","C21417"
"C00006","C21418"
"C00006","C21435"
"C00006","C21438"
"C00006","C21439"
"C00006","C21634"
"C00006","C21640"
"C00006","C21738"
"C00006","C21739"
"C00006","C21754"
"C00006","C21760"
"C00006","C21850"
"C00006","C21852"
"C00006","C21853"
"C00006","C21874"
"C00006","C21897"
"C00006","C21913"
"C00006","C21914"
"C00006","C21923"
"C00006","C21924"
"C00006","C21955"
"C00006","C00108"
"C00006","C07211"
"C00006","C00156"
"C00006","C00568"
"C00008","C00009"
"C00008","C00010"
"C00008","C00013"
"C00008","C00015"
"C00008","C00018"
"C00008","C00020"
"C00008","C00024"
"C00008","C00025"
"C00008","C00031"
"C00008","C00033"
"C00008","C00035"
"C00008","C00036"
"C00008","C00037"
"C00008","C00041"
"C00008","C00042"
"C00008","C00043"
"C00008","C00044"
"C00008","C00047"
"C00008","C00049"
"C00008","C00051"
"C00008","C00055"
"C00008","C00058"
"C00008","C00059"
"C00008","C00061"
"C00008","C00062"
"C00008","C00063"
"C00008","C00064"
"C00008","C00068"
"C00008","C00074"
"C00008","C00075"
"C00008","C00081"
"C00008","C00083"
"C00008","C00085"
"C00008","C00091"
"C00008","C00093"
"C00008","C00095"
"C00008","C00097"
"C00008","C00099"
"C00008","C00100"
"C00008","C00101"
"C00008","C00103"
"C00008","C00104"
"C00008","C00105"
"C00008","C00111"
"C00008","C00112"
"C00008","C00114"
"C00008","C00116"
"C00008","C00117"
"C00008","C00118"
"C00008","C00119"
"C00008","C00129"
"C00008","C00131"
"C00008","C00133"
"C00008","C00134"
"C00008","C00136"
"C00008","C00140"
"C00008","C00144"
"C00008","C00149"
"C00008","C00152"
"C00008","C00158"
"C00008","C00159"
"C00008","C00163"
"C00008","C00169"
"C00008","C00183"
"C00008","C00184"
"C00008","C00185"
"C00008","C00188"
"C00008","C00189"
"C00008","C00191"
"C00008","C00197"
"C00008","C00204"
"C00008","C00206"
"C00008","C00214"
"C00008","C00216"
"C00008","C00217"
"C00008","C00218"
"C00008","C00224"
"C00008","C00227"
"C00008","C00234"
"C00008","C00235"
"C00008","C00236"
"C00008","C00239"
"C00008","C00246"
"C00008","C00250"
"C00008","C00253"
"C00008","C00255"
"C00008","C00256"
"C00008","C00257"
"C00008","C00258"
"C00008","C00267"
"C00008","C00275"
"C00008","C00286"
"C00008","C00294"
"C00008","C00299"
"C00008","C00300"
"C00008","C00312"
"C00008","C00314"
"C00008","C00315"
"C00008","C00319"
"C00008","C00329"
"C00008","C00330"
"C00008","C00345"
"C00008","C00346"
"C00008","C00352"
"C00008","C00354"
"C00008","C00357"
"C00008","C00360"
"C00008","C00361"
"C00008","C00362"
"C00008","C00363"
"C00008","C00364"
"C00008","C00378"
"C00008","C00379"
"C00008","C00387"
"C00008","C00402"
"C00008","C00407"
"C00008","C00413"
"C00008","C00415"
"C00008","C00418"
"C00008","C00445"
"C00008","C00446"
"C00008","C00447"
"C00008","C00448"
"C00008","C00455"
"C00008","C00458"
"C00008","C00459"
"C00008","C00460"
"C00008","C00475"
"C00008","C00483"
"C00008","C00493"
"C00008","C00498"
"C00008","C00503"
"C00008","C00508"
"C00008","C00512"
"C00008","C00522"
"C00008","C00559"
"C00008","C00566"
"C00008","C00577"
"C00008","C00588"
"C00008","C00618"
"C00008","C00620"
"C00008","C00624"
"C00008","C00627"
"C00008","C00665"
"C00008","C00668"
"C00008","C00669"
"C00008","C00673"
"C00008","C00683"
"C00008","C00689"
"C00008","C00692"
"C00008","C00705"
"C00008","C00738"
"C00008","C00739"
"C00008","C00750"
"C00008","C00794"
"C00008","C00795"
"C00008","C00797"
"C00008","C00861"
"C00008","C00864"
"C00008","C00876"
"C00008","C00881"
"C00008","C00882"
"C00008","C00921"
"C00008","C00954"
"C00008","C00984"
"C00008","C00989"
"C00008","C00993"
"C00008","C01037"
"C00008","C01042"
"C00008","C01043"
"C00008","C01047"
"C00008","C01050"
"C00008","C01081"
"C00008","C01094"
"C00008","C01096"
"C00008","C01097"
"C00008","C01099"
"C00008","C01101"
"C00008","C01107"
"C00008","C01112"
"C00008","C01131"
"C00008","C01132"
"C00008","C01138"
"C00008","C01143"
"C00008","C01151"
"C00008","C01152"
"C00008","C01159"
"C00008","C01168"
"C00008","C01185"
"C00008","C01204"
"C00008","C01212"
"C00008","C01218"
"C00008","C01221"
"C00008","C01231"
"C00008","C01243"
"C00008","C01245"
"C00008","C01260"
"C00008","C01262"
"C00008","C01272"
"C00008","C01280"
"C00008","C01284"
"C00008","C01291"
"C00008","C01298"
"C00008","C01344"
"C00008","C01345"
"C00008","C01346"
"C00008","C01487"
"C00008","C01721"
"C00008","C01726"
"C00008","C01801"
"C00008","C01879"
"C00008","C01906"
"C00008","C01909"
"C00008","C01920"
"C00008","C01925"
"C00008","C01946"
"C00008","C02067"
"C00008","C02076"
"C00008","C02090"
"C00008","C02139"
"C00008","C02191"
"C00008","C02305"
"C00008","C02336"
"C00008","C02405"
"C00008","C02419"
"C00008","C02527"
"C00008","C02565"
"C00008","C02713"
"C00008","C02835"
"C00008","C02855"
"C00008","C02876"
"C00008","C02880"
"C00008","C02895"
"C00008","C02962"
"C00008","C02965"
"C00008","C03028"
"C00008","C03064"
"C00008","C03069"
"C00008","C03082"
"C00008","C03089"
"C00008","C03090"
"C00008","C03115"
"C00008","C03150"
"C00008","C03153"
"C00008","C03175"
"C00008","C03231"
"C00008","C03287"
"C00008","C03368"
"C00008","C03373"
"C00008","C03393"
"C00008","C03479"
"C00008","C03492"
"C00008","C03494"
"C00008","C03495"
"C00008","C03516"
"C00008","C03606"
"C00008","C03624"
"C00008","C03731"
"C00008","C03785"
"C00008","C03796"
"C00008","C03838"
"C00008","C03997"
"C00008","C04058"
"C00008","C04079"
"C00008","C04133"
"C00008","C04187"
"C00008","C04188"
"C00008","C04211"
"C00008","C04242"
"C00008","C04294"
"C00008","C04327"
"C00008","C04348"
"C00008","C04352"
"C00008","C04376"
"C00008","C04437"
"C00008","C04442"
"C00008","C04477"
"C00008","C04501"
"C00008","C04520"
"C00008","C04534"
"C00008","C04544"
"C00008","C04628"
"C00008","C04640"
"C00008","C04646"
"C00008","C04677"
"C00008","C04702"
"C00008","C04734"
"C00008","C04751"
"C00008","C04823"
"C00008","C04856"
"C00008","C04877"
"C00008","C04882"
"C00008","C04899"
"C00008","C04919"
"C00008","C04932"
"C00008","C05340"
